true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,correct,prob_class_6
3.0,3,-1.2043347,-2.4172406,-1.6302943,11.802386,-0.992606,-1.5227406,1,
3.0,3,-1.2043347,-2.4172401,-1.6302943,11.802385,-0.99260616,-1.5227408,1,
3.0,3,-1.204335,-2.4172404,-1.6302943,11.802386,-0.99260616,-1.5227404,1,
3.0,3,-1.204335,-2.4172404,-1.6302946,11.802386,-0.9926062,-1.5227401,1,
3.0,3,-1.2043347,-2.4172401,-1.6302946,11.802386,-0.9926061,-1.5227406,1,
2.0,2,-2.6719944,-1.1448668,14.366179,1.960945,-1.1038975,-0.12137555,1,
2.0,2,-2.6719944,-1.1448672,14.36618,1.9609452,-1.1038977,-0.12137555,1,
2.0,2,-2.671994,-1.1448672,14.36618,1.9609455,-1.1038975,-0.1213756,1,
2.0,2,-2.6719942,-1.1448671,14.36618,1.9609452,-1.1038973,-0.12137564,1,
2.0,2,-2.6719944,-1.1448671,14.36618,1.9609452,-1.1038975,-0.12137578,1,
2.0,2,-2.6719944,-1.1448673,14.36618,1.9609452,-1.1038975,-0.12137579,1,
4.0,4,-2.8556497,-4.0330157,-2.9281878,-1.9923438,9.057311,-2.8139844,1,
4.0,4,-2.8646955,-4.0131617,-2.9270008,-2.0066643,9.06187,-2.8275497,1,
4.0,4,-2.861495,-4.020745,-2.9261448,-2.000378,9.060051,-2.8225148,1,
4.0,4,-2.8612568,-4.021031,-2.92591,-2.000334,9.060121,-2.822524,1,
4.0,4,-2.8611155,-4.021244,-2.9264867,-2.0004082,9.060051,-2.8222485,1,
4.0,4,-2.860366,-4.0229874,-2.9258382,-1.9989841,9.059746,-2.8212173,1,
3.0,3,0.44505328,-4.0362225,-0.24366748,11.260836,-1.0310298,-1.5001502,1,
3.0,3,0.44505292,-4.0362215,-0.24366847,11.260836,-1.0310299,-1.5001507,1,
3.0,3,0.44505352,-4.0362215,-0.2436675,11.260835,-1.0310302,-1.5001507,1,
3.0,3,0.4450528,-4.036221,-0.24366833,11.260836,-1.0310299,-1.5001508,1,
3.0,3,0.44505334,-4.0362215,-0.24366751,11.260835,-1.0310302,-1.5001504,1,
3.0,3,0.44505358,-4.036222,-0.24366757,11.260835,-1.03103,-1.5001503,1,
4.0,4,-1.8805379,-4.7161164,-3.2371995,-1.6881114,8.563715,-2.3810842,1,
4.0,4,-1.8823552,-4.717432,-3.235928,-1.6881375,8.565298,-2.3799741,1,
4.0,4,-1.8804268,-4.7167597,-3.236495,-1.6877296,8.563802,-2.380712,1,
4.0,4,-1.8801489,-4.7166576,-3.2363431,-1.6873493,8.563454,-2.3808966,1,
4.0,4,-1.880289,-4.716605,-3.2363923,-1.6873912,8.563512,-2.3808858,1,
4.0,4,-1.8810877,-4.7168694,-3.2360907,-1.6874942,8.56413,-2.3806968,1,
3.0,3,-2.5368629,-1.5536629,-2.6658611,12.211784,-0.82668805,-1.4888355,1,
3.0,3,-2.5368626,-1.5536627,-2.6658616,12.211784,-0.82668823,-1.4888352,1,
3.0,3,-2.5368633,-1.5536629,-2.665861,12.211784,-0.8266881,-1.4888353,1,
3.0,3,-2.5368626,-1.553664,-2.6658607,12.211784,-0.8266884,-1.4888355,1,
3.0,3,-2.5368638,-1.5536623,-2.665862,12.211784,-0.826688,-1.4888359,1,
3.0,3,-2.5368629,-1.5536625,-2.6658618,12.211784,-0.82668847,-1.4888352,1,
4.0,4,-3.2796457,-2.6660924,-3.7154284,-3.6598473,9.521433,-3.2273238,1,
4.0,4,-3.3135633,-2.5967007,-3.7412736,-3.6828828,9.517276,-3.2578857,1,
4.0,4,-3.310275,-2.6057994,-3.7355986,-3.679218,9.518732,-3.2536387,1,
4.0,4,-3.3066266,-2.6130557,-3.7327068,-3.6765501,9.519098,-3.2508478,1,
4.0,4,-3.308628,-2.6092741,-3.733859,-3.6773458,9.518887,-3.2531257,1,
4.0,4,-3.3198128,-2.5899692,-3.738883,-3.681354,9.518236,-3.2631607,1,
5.0,0,10.369973,-2.9563456,-3.9594905,-4.7104764,-1.4443297,-1.3217424,0,
5.0,0,10.333993,-3.0617087,-4.0612073,-4.794739,-1.3524979,-1.119868,0,
5.0,0,10.345278,-3.023961,-4.038726,-4.7713513,-1.3715335,-1.1947324,0,
5.0,0,10.344284,-3.0240862,-4.04079,-4.7712965,-1.3680062,-1.1995072,0,
5.0,0,10.341101,-3.0308082,-4.0446887,-4.774699,-1.3631545,-1.1904278,0,
5.0,0,10.344542,-3.0297494,-4.0350637,-4.7724123,-1.3763287,-1.1782277,0,
3.0,3,-1.5575391,-4.176675,-0.97594345,11.664668,0.19136189,-0.26220977,1,
3.0,3,-1.5575389,-4.176675,-0.9759431,11.664668,0.19136235,-0.26220953,1,
3.0,3,-1.5575389,-4.176675,-0.9759432,11.664668,0.19136198,-0.26220948,1,
3.0,3,-1.5575386,-4.176675,-0.9759433,11.664668,0.1913624,-0.26220915,1,
3.0,3,-1.5575389,-4.176675,-0.9759431,11.664668,0.19136201,-0.26220965,1,
3.0,3,-1.5575389,-4.1766744,-0.97594345,11.664668,0.19136213,-0.2622098,1,
1.0,1,-0.27212483,9.757331,-5.028701,-3.3482106,-3.5448887,-3.525787,1,
1.0,1,-0.27841324,9.760309,-5.0216475,-3.331633,-3.55126,-3.5221498,1,
1.0,1,-0.27222568,9.75825,-5.014723,-3.3217947,-3.561728,-3.5158598,1,
1.0,1,-0.27165037,9.757997,-5.0149946,-3.3226163,-3.5616,-3.5158799,1,
1.0,1,-0.26955077,9.757028,-5.01455,-3.3214018,-3.5627851,-3.515614,1,
1.0,1,-0.26941276,9.756906,-5.0149527,-3.3222466,-3.5622923,-3.5158212,1,
2.0,2,-0.8998656,-2.0893242,15.07011,0.87314487,-1.1988577,-0.013050752,1,
2.0,2,-0.89986646,-2.089324,15.070111,0.8731451,-1.1988575,-0.013050476,1,
2.0,2,-0.89986634,-2.089324,15.07011,0.873145,-1.1988574,-0.01305058,1,
2.0,2,-0.8998661,-2.0893242,15.07011,0.87314487,-1.1988577,-0.013050692,1,
2.0,2,-0.89986676,-2.0893242,15.07011,0.8731452,-1.1988574,-0.013050506,1,
2.0,2,-0.8998665,-2.0893242,15.07011,0.873145,-1.1988574,-0.013050573,1,
3.0,3,-0.10140102,-3.2790382,-0.21458605,11.51191,-1.5157714,-1.4314791,1,
3.0,3,-0.10140111,-3.2790375,-0.21458712,11.5119095,-1.5157713,-1.431479,1,
3.0,3,-0.10140122,-3.2790384,-0.21458587,11.5119095,-1.5157713,-1.4314791,1,
3.0,3,-0.101401195,-3.2790377,-0.21458675,11.51191,-1.5157712,-1.4314791,1,
3.0,3,-0.10140092,-3.2790387,-0.21458605,11.5119095,-1.515771,-1.4314792,1,
3.0,3,-0.101401076,-3.2790375,-0.21458659,11.51191,-1.5157713,-1.4314792,1,
2.0,2,-0.7318107,-2.4153366,15.134807,1.0863518,-1.1806607,-0.0070473272,1,
2.0,2,-0.7318109,-2.4153366,15.134808,1.0863518,-1.1806607,-0.007047089,1,
2.0,2,-0.7318105,-2.415337,15.134807,1.0863521,-1.1806602,-0.007047193,1,
2.0,2,-0.73181033,-2.415337,15.134807,1.0863518,-1.1806601,-0.00704726,1,
2.0,2,-0.7318111,-2.415336,15.134808,1.086352,-1.1806607,-0.007047305,1,
2.0,2,-0.731811,-2.415336,15.134808,1.0863522,-1.1806607,-0.0070471857,1,
3.0,3,-3.1526701,-1.3933527,-2.9135592,11.9861,-0.513146,-0.9601658,1,
3.0,3,-3.1526697,-1.3933538,-2.9135585,11.986102,-0.5131453,-0.9601663,1,
3.0,3,-3.1526694,-1.393353,-2.9135585,11.986101,-0.51314616,-0.9601658,1,
3.0,3,-3.1526706,-1.3933532,-2.9135592,11.986101,-0.51314545,-0.96016556,1,
3.0,3,-3.1526697,-1.3933537,-2.9135587,11.986101,-0.51314574,-0.96016604,1,
3.0,3,-3.152669,-1.3933539,-2.9135587,11.986102,-0.51314616,-0.9601657,1,
3.0,3,-0.29101828,-4.053425,-1.0455482,11.656107,-0.2762548,-1.5806004,1,
3.0,3,-0.2910183,-4.053425,-1.0455476,11.656107,-0.27625525,-1.5805999,1,
3.0,3,-0.29101846,-4.0534263,-1.0455482,11.656107,-0.2762548,-1.5806004,1,
3.0,3,-0.29101825,-4.053426,-1.0455478,11.656106,-0.27625477,-1.5806006,1,
3.0,3,-0.29101866,-4.0534244,-1.0455482,11.656107,-0.2762554,-1.5806001,1,
3.0,3,-0.2910181,-4.0534253,-1.0455476,11.656108,-0.27625507,-1.5806001,1,
4.0,0,6.6709037,-4.6001005,-3.6871078,-5.028926,4.6192503,-4.9507065,0,
4.0,0,6.670912,-4.6001005,-3.6871047,-5.028927,4.6192427,-4.9507065,0,
4.0,0,6.670906,-4.6001005,-3.6871068,-5.028926,4.6192465,-4.950704,0,
4.0,0,6.6709056,-4.6001005,-3.687106,-5.028926,4.6192474,-4.950704,0,
4.0,0,6.6709194,-4.600099,-3.6871047,-5.028928,4.6192384,-4.9507036,0,
4.0,0,6.6709104,-4.600099,-3.6871052,-5.028927,4.6192427,-4.9507065,0,
2.0,2,-1.3262997,-1.0696354,13.597481,-0.6929428,-1.5099204,0.5030786,1,
2.0,2,-1.3262993,-1.0696355,13.597481,-0.6929429,-1.5099205,0.5030787,1,
2.0,2,-1.3262994,-1.0696355,13.597481,-0.69294286,-1.5099204,0.50307894,1,
2.0,2,-1.326299,-1.0696357,13.597481,-0.6929429,-1.5099202,0.50307894,1,
2.0,2,-1.3262991,-1.0696357,13.597481,-0.69294256,-1.5099202,0.5030788,1,
2.0,2,-1.3262988,-1.069636,13.597481,-0.69294274,-1.5099205,0.5030787,1,
1.0,1,-1.4037625,9.979076,-4.7598066,-1.9383912,-3.4679055,-3.5011485,1,
1.0,1,-1.4042814,9.978466,-4.7615585,-1.9376541,-3.466297,-3.5022285,1,
1.0,1,-1.4042622,9.978619,-4.761289,-1.937566,-3.4667,-3.5019698,1,
1.0,1,-1.4037929,9.979087,-4.7598763,-1.9382224,-3.4679651,-3.5011294,1,
1.0,1,-1.4034683,9.979021,-4.759744,-1.9384387,-3.4681122,-3.501099,1,
1.0,1,-1.4037884,9.97809,-4.76206,-1.9375656,-3.466105,-3.5025456,1,
2.0,2,-3.58764,-0.36039355,11.515342,1.0562418,-0.54488087,1.1054692,1,
2.0,2,-3.58764,-0.3603935,11.515341,1.0562418,-0.54488057,1.1054689,1,
2.0,2,-3.5876403,-0.3603933,11.515342,1.0562423,-0.5448807,1.1054683,1,
2.0,2,-3.58764,-0.3603936,11.515341,1.0562418,-0.5448809,1.1054693,1,
2.0,2,-3.58764,-0.36039343,11.515341,1.0562419,-0.54488087,1.1054692,1,
2.0,2,-3.5876403,-0.36039317,11.515341,1.0562423,-0.54488075,1.1054685,1,
1.0,0,8.307661,-0.15874821,-5.408267,-4.859603,-1.8555285,-2.7144792,0,
1.0,0,8.322575,-0.10901706,-5.3672237,-4.8500915,-1.9180254,-2.7157962,0,
1.0,0,8.327767,-0.11015546,-5.36008,-4.845201,-1.9290336,-2.708866,0,
1.0,0,8.326797,-0.1071289,-5.360249,-4.846099,-1.9287524,-2.711293,0,
1.0,0,8.32718,-0.11329615,-5.361795,-4.8454695,-1.9256023,-2.7090273,0,
1.0,0,8.324704,-0.10098086,-5.3626194,-4.849716,-1.9281044,-2.7137704,0,
0.0,0,10.608869,-3.1036112,-2.00329,-1.4654559,-2.2919927,-2.7181659,1,
0.0,0,10.608653,-3.104478,-2.00351,-1.4648654,-2.2908833,-2.7188528,1,
0.0,0,10.608631,-3.1048884,-2.0033379,-1.4645724,-2.2907436,-2.7186127,1,
0.0,0,10.608576,-3.1044278,-2.004166,-1.4652692,-2.2902064,-2.719492,1,
0.0,0,10.6085615,-3.1044943,-2.0041637,-1.4652065,-2.290158,-2.7194989,1,
0.0,0,10.608604,-3.1042259,-2.0041358,-1.4653512,-2.2903976,-2.7195024,1,
5.0,5,-0.9809792,-3.115288,-1.6197904,-3.2730129,-1.409523,11.155625,1,
5.0,5,-1.0909108,-3.037456,-1.5615987,-3.2783172,-1.4033898,11.14333,1,
5.0,5,-1.1152146,-3.0409367,-1.5582051,-3.264567,-1.3926123,11.14554,1,
5.0,5,-1.0576351,-3.053687,-1.5762895,-3.280583,-1.4086062,11.145308,1,
5.0,5,-1.0735008,-3.0532973,-1.572779,-3.2755468,-1.4016496,11.145872,1,
5.0,5,-1.048537,-3.048222,-1.575994,-3.2888677,-1.4137368,11.143298,1,
2.0,2,0.5060933,-3.380067,11.288277,-0.42567033,-0.16305675,0.353827,1,
2.0,2,0.50609255,-3.3800666,11.288277,-0.42567116,-0.16305621,0.35382682,1,
2.0,2,0.5060921,-3.3800662,11.288278,-0.42567164,-0.16305585,0.35382694,1,
2.0,2,0.50609195,-3.3800662,11.288277,-0.42567128,-0.1630558,0.35382706,1,
2.0,2,0.5060922,-3.3800662,11.288278,-0.42567134,-0.16305597,0.35382715,1,
2.0,2,0.5060915,-3.3800664,11.288278,-0.42567098,-0.16305591,0.3538272,1,
4.0,4,-3.5478816,-3.8352242,-3.394602,-1.8708731,9.4833555,-2.3573909,1,
4.0,4,-3.5644577,-3.8445153,-3.3612883,-1.8346361,9.48522,-2.3622534,1,
4.0,4,-3.5631943,-3.846349,-3.3624225,-1.8346452,9.484191,-2.3595731,1,
4.0,4,-3.5615692,-3.8470235,-3.3654573,-1.8365414,9.483896,-2.3573651,1,
4.0,4,-3.5634573,-3.844517,-3.3648946,-1.8373295,9.484696,-2.3593407,1,
4.0,4,-3.5627136,-3.8457944,-3.364163,-1.8360941,9.484329,-2.3592374,1,
3.0,3,-2.8243313,-1.8974679,-2.8995442,12.041709,-0.45124048,-0.79873765,1,
3.0,3,-2.824331,-1.8974683,-2.8995445,12.041708,-0.45124048,-0.7987373,1,
3.0,3,-2.8243313,-1.8974683,-2.8995445,12.041708,-0.45124012,-0.79873705,1,
3.0,3,-2.8243313,-1.8974683,-2.8995445,12.041708,-0.45123994,-0.79873705,1,
3.0,3,-2.8243313,-1.8974686,-2.8995442,12.041707,-0.45123973,-0.7987368,1,
3.0,3,-2.8243313,-1.8974683,-2.8995442,12.041708,-0.45124054,-0.79873693,1,
1.0,1,-1.1737851,9.727435,-5.821571,-1.8937508,-2.9094598,-4.2817235,1,
1.0,1,-1.1751059,9.726851,-5.822585,-1.8937451,-2.9068637,-4.283012,1,
1.0,1,-1.1746508,9.726928,-5.822433,-1.893571,-2.9076438,-4.2826667,1,
1.0,1,-1.174858,9.7268095,-5.8226333,-1.8934716,-2.9072638,-4.2828617,1,
1.0,1,-1.1746675,9.7268715,-5.8225374,-1.8934073,-2.9076102,-4.282733,1,
1.0,1,-1.1744719,9.726978,-5.8223023,-1.8936645,-2.9079099,-4.2825193,1,
5.0,5,-3.4487298,-3.0596752,-2.399615,-3.0844495,1.2296311,10.0180435,1,
5.0,5,-3.4485583,-3.0596626,-2.399554,-3.084374,1.2292796,10.018266,1,
5.0,5,-3.448444,-3.059626,-2.3995116,-3.0842893,1.2289344,10.0184965,1,
5.0,5,-3.4484754,-3.0596364,-2.3995228,-3.0843108,1.2290281,10.01843,1,
5.0,5,-3.4485614,-3.059651,-2.3995528,-3.0843594,1.229238,10.018293,1,
5.0,5,-3.4485707,-3.0596611,-2.3995595,-3.0843751,1.2292906,10.018266,1,
2.0,2,-0.76647806,-2.2317727,15.065353,0.9409309,-1.2324611,-0.01764859,1,
2.0,2,-0.7664778,-2.2317724,15.065353,0.940931,-1.2324611,-0.017648643,1,
2.0,2,-0.7664783,-2.231773,15.065353,0.9409308,-1.2324611,-0.017648568,1,
2.0,2,-0.76647866,-2.2317727,15.0653515,0.94093114,-1.2324611,-0.017648252,1,
2.0,2,-0.7664787,-2.2317727,15.065352,0.94093066,-1.2324611,-0.01764849,1,
2.0,2,-0.76647884,-2.2317727,15.065353,0.94093114,-1.2324611,-0.017648382,1,
3.0,3,-2.1969063,-3.5246167,-0.67229354,11.987401,-0.04915366,-0.40242618,1,
3.0,3,-2.1969063,-3.5246165,-0.67229295,11.9874,-0.049153727,-0.40242618,1,
3.0,3,-2.196906,-3.524616,-0.6722927,11.987401,-0.04915442,-0.4024262,1,
3.0,3,-2.1969066,-3.5246165,-0.67229307,11.987401,-0.04915419,-0.4024263,1,
3.0,3,-2.1969063,-3.5246165,-0.6722932,11.987401,-0.04915375,-0.40242594,1,
3.0,3,-2.1969066,-3.5246167,-0.67229366,11.9874,-0.049153503,-0.40242592,1,
1.0,1,-2.4792259,10.184399,-4.082439,-4.2017965,-2.4361725,-2.8815787,1,
1.0,1,-2.4792283,10.184398,-4.082436,-4.201799,-2.4361684,-2.881578,1,
1.0,1,-2.479241,10.184398,-4.082435,-4.201789,-2.4361625,-2.8815794,1,
1.0,1,-2.47924,10.184398,-4.082435,-4.2017903,-2.4361627,-2.8815794,1,
1.0,1,-2.4792368,10.184399,-4.0824385,-4.201793,-2.436163,-2.8815806,1,
1.0,1,-2.4792285,10.184399,-4.082439,-4.2017956,-2.4361687,-2.88158,1,
2.0,2,-2.1006052,-0.08954175,12.403073,1.0851815,-1.7184618,-0.7267515,1,
2.0,2,-2.100605,-0.089541584,12.403072,1.0851816,-1.7184615,-0.7267517,1,
2.0,2,-2.100605,-0.089542285,12.403073,1.0851812,-1.7184613,-0.7267517,1,
2.0,2,-2.1006055,-0.08954166,12.403072,1.0851814,-1.7184615,-0.72675186,1,
2.0,2,-2.100605,-0.089541584,12.403073,1.0851816,-1.7184618,-0.72675174,1,
2.0,2,-2.100605,-0.0895419,12.403073,1.0851816,-1.7184615,-0.72675186,1,
2.0,2,-1.407824,-1.6931081,15.088138,0.80204386,-1.0855845,0.048508838,1,
2.0,2,-1.4078243,-1.6931082,15.088137,0.8020434,-1.0855842,0.04850904,1,
2.0,2,-1.4078245,-1.6931077,15.088137,0.80204374,-1.0855843,0.048509143,1,
2.0,2,-1.4078245,-1.693108,15.088137,0.80204386,-1.0855842,0.048508957,1,
2.0,2,-1.4078243,-1.6931081,15.088137,0.80204374,-1.0855844,0.048509076,1,
2.0,2,-1.4078245,-1.693108,15.088137,0.8020436,-1.0855839,0.048508994,1,
4.0,4,-0.078368366,-2.9420915,-5.2994094,-5.218328,7.6100445,-2.7134266,1,
4.0,4,-0.0756778,-2.9365578,-5.2984858,-5.222533,7.607984,-2.720318,1,
4.0,4,-0.08205544,-2.9376237,-5.2978673,-5.220262,7.611022,-2.7158933,1,
4.0,4,-0.081335835,-2.9374423,-5.298158,-5.2205987,7.6104507,-2.7160587,1,
4.0,4,-0.079334795,-2.9340975,-5.2980304,-5.2233067,7.608653,-2.719736,1,
4.0,4,-0.07614737,-2.9353566,-5.298588,-5.2232656,7.607579,-2.7204819,1,
4.0,4,-5.4377313,2.2184303,-4.5638494,-4.6082063,7.9555387,-3.8778658,1,
4.0,4,-5.4332585,2.9920232,-4.6649246,-4.819518,7.4697313,-4.028735,1,
4.0,4,-5.444071,3.0152876,-4.6757064,-4.835251,7.4654155,-4.0233583,1,
4.0,4,-5.464248,2.9874368,-4.6645575,-4.8203053,7.491563,-4.014336,1,
4.0,4,-5.4570336,2.9791932,-4.6688437,-4.822591,7.495985,-4.0155425,1,
4.0,4,-5.4617043,3.0766861,-4.6911583,-4.86666,7.449338,-4.0311966,1,
5.0,5,-2.3998654,-2.3653061,-1.008215,-2.495117,-2.0869932,11.140428,1,
5.0,5,-2.4116936,-2.3581786,-0.96039104,-2.5141222,-2.030744,11.138229,1,
5.0,5,-2.4041798,-2.3622036,-0.9759228,-2.4989152,-2.0565965,11.140892,1,
5.0,5,-2.3954291,-2.3562195,-0.9787724,-2.502821,-2.0609133,11.140845,1,
5.0,5,-2.410996,-2.3609397,-0.9710276,-2.5074105,-2.0448658,11.1402025,1,
5.0,5,-2.4285347,-2.3573368,-0.96311283,-2.5254285,-2.0121195,11.137373,1,
4.0,4,-2.9996362,-3.9325738,-3.5392923,-1.7426405,8.985966,-3.1116674,1,
4.0,4,-2.9996357,-3.9325738,-3.5392916,-1.7426409,8.985967,-3.111666,1,
4.0,4,-2.9996357,-3.932573,-3.5392919,-1.7426406,8.985966,-3.111667,1,
4.0,4,-2.9996357,-3.9325738,-3.5392919,-1.7426409,8.985966,-3.111667,1,
4.0,4,-2.9996364,-3.9325738,-3.5392923,-1.7426409,8.985966,-3.111667,1,
4.0,4,-2.9996357,-3.9325733,-3.5392916,-1.7426407,8.985966,-3.111667,1,
1.0,1,-2.1622849,8.366209,-6.9573145,-2.5936725,-2.3623652,-2.223769,1,
1.0,1,-2.1764708,8.37554,-6.950547,-2.6050112,-2.345136,-2.2334733,1,
1.0,1,-2.16725,8.381681,-6.9489007,-2.614724,-2.3420272,-2.2468529,1,
1.0,1,-2.1549504,8.384261,-6.9471393,-2.6122913,-2.3514688,-2.2534268,1,
1.0,1,-2.1635754,8.369965,-6.9537625,-2.5970097,-2.3687096,-2.2150135,1,
1.0,1,-2.1628196,8.382763,-6.9479795,-2.6132195,-2.3461401,-2.2490625,1,
1.0,1,0.35797668,7.2392497,-4.838405,-4.2947254,-6.036342,2.772048,1,
1.0,1,0.25200784,7.3253274,-4.787405,-4.2799945,-6.0231752,2.7444975,1,
1.0,1,0.33044326,7.260498,-4.8264747,-4.2908487,-6.033591,2.7674034,1,
1.0,1,0.34812677,7.2862296,-4.8276744,-4.2952695,-6.0296025,2.7102785,1,
1.0,1,0.25351602,7.2661366,-4.798326,-4.2775364,-6.0307283,2.831117,1,
1.0,1,0.32557732,7.262803,-4.824233,-4.2898326,-6.032594,2.7675889,1,
4.0,4,0.36316675,0.88159174,-7.4142594,-5.1967864,5.0787277,-5.106548,1,
4.0,4,0.36317688,0.88161093,-7.414266,-5.196791,5.078705,-5.1065493,1,
4.0,4,0.36316687,0.8816,-7.4142632,-5.196785,5.0787206,-5.1065493,1,
4.0,4,0.36316884,0.88159674,-7.4142632,-5.196787,5.078723,-5.1065493,1,
4.0,4,0.36317056,0.88159925,-7.4142623,-5.1967883,5.078719,-5.106549,1,
4.0,4,0.36317104,0.8816026,-7.4142632,-5.1967897,5.0787163,-5.1065483,1,
3.0,3,-2.4637024,-1.3532753,-2.7132835,12.085745,-1.0320307,-1.238969,1,
3.0,3,-2.463703,-1.3532745,-2.713284,12.085745,-1.0320307,-1.2389694,1,
3.0,3,-2.463703,-1.3532751,-2.7132835,12.085745,-1.0320305,-1.2389693,1,
3.0,3,-2.4637017,-1.3532753,-2.7132835,12.085745,-1.0320306,-1.2389686,1,
3.0,3,-2.4637027,-1.3532751,-2.7132835,12.085745,-1.0320306,-1.2389693,1,
3.0,3,-2.463703,-1.353275,-2.7132835,12.085745,-1.0320306,-1.2389693,1,
4.0,4,-3.0901098,-3.7974892,-2.9008486,-1.6297199,9.158896,-3.1713057,1,
4.0,4,-3.0901134,-3.7974896,-2.9008484,-1.6297176,9.158895,-3.1713033,1,
4.0,4,-3.090114,-3.7974894,-2.900848,-1.6297177,9.158895,-3.1713028,1,
4.0,4,-3.090114,-3.7974904,-2.9008484,-1.629717,9.158895,-3.1713026,1,
4.0,4,-3.0901139,-3.7974892,-2.9008482,-1.6297181,9.158895,-3.1713023,1,
4.0,4,-3.0901134,-3.79749,-2.9008484,-1.6297178,9.158895,-3.1713035,1,
2.0,2,-1.6021137,-1.4617338,14.945071,0.708319,-1.0391834,0.17736918,1,
2.0,2,-1.6021136,-1.4617338,14.945072,0.7083191,-1.0391836,0.17736915,1,
2.0,2,-1.6021138,-1.4617338,14.945071,0.70831895,-1.0391835,0.17736924,1,
2.0,2,-1.6021137,-1.4617338,14.945071,0.7083189,-1.0391835,0.17736939,1,
2.0,2,-1.602114,-1.4617338,14.945071,0.70831895,-1.0391835,0.17736925,1,
2.0,2,-1.6021138,-1.4617339,14.945071,0.7083189,-1.0391834,0.17736953,1,
1.0,1,-4.9985476,9.540723,-3.2344983,-3.6538553,-0.721212,-3.006979,1,
1.0,1,-5.0035596,9.538587,-3.233673,-3.6530118,-0.715413,-3.0084784,1,
1.0,1,-5.0017595,9.539317,-3.2339962,-3.6534684,-0.7173107,-3.0080814,1,
1.0,1,-4.999003,9.540475,-3.2334182,-3.654129,-0.721311,-3.0062103,1,
1.0,1,-5.002833,9.538879,-3.2338676,-3.653164,-0.7161367,-3.0083997,1,
1.0,1,-5.0025077,9.539017,-3.234179,-3.6532223,-0.71628547,-3.0085607,1,
2.0,2,-3.2419345,-0.55895764,14.014864,1.7292625,-0.9665367,-0.019854164,1,
2.0,2,-3.2419345,-0.5589573,14.014864,1.729262,-0.9665366,-0.019854167,1,
2.0,2,-3.2419345,-0.5589575,14.014864,1.7292622,-0.96653646,-0.019854201,1,
2.0,2,-3.241935,-0.55895716,14.014862,1.7292622,-0.9665366,-0.019854365,1,
2.0,2,-3.241935,-0.55895716,14.014862,1.7292625,-0.96653634,-0.019854283,1,
2.0,2,-3.241935,-0.5589573,14.014864,1.729262,-0.96653646,-0.019854216,1,
3.0,3,-1.2094857,-2.2389226,-1.6826301,11.711075,-0.9924981,-1.6732079,1,
3.0,3,-1.209485,-2.2389228,-1.6826293,11.711075,-0.9924982,-1.6732084,1,
3.0,3,-1.2094855,-2.2389226,-1.6826301,11.711075,-0.9924982,-1.6732079,1,
3.0,3,-1.2094853,-2.2389228,-1.6826295,11.711075,-0.9924981,-1.6732079,1,
3.0,3,-1.2094853,-2.2389226,-1.6826296,11.711075,-0.99249816,-1.6732079,1,
3.0,3,-1.2094854,-2.2389226,-1.6826296,11.711075,-0.9924981,-1.6732084,1,
4.0,4,-3.7091205,-2.9579844,-4.0022664,-2.7946455,9.507154,-2.783702,1,
4.0,4,-3.7091203,-2.957985,-4.002266,-2.7946453,9.5071535,-2.783702,1,
4.0,4,-3.7091203,-2.9579844,-4.002266,-2.7946448,9.5071535,-2.7837021,1,
4.0,4,-3.70912,-2.9579852,-4.002266,-2.7946448,9.5071535,-2.7837014,1,
4.0,4,-3.7091203,-2.9579837,-4.002266,-2.7946455,9.507154,-2.783702,1,
4.0,4,-3.7091205,-2.957984,-4.0022664,-2.794645,9.507153,-2.783702,1,
1.0,1,-3.4242437,10.262855,-3.2218497,-2.625214,-2.7612853,-2.637295,1,
1.0,1,-3.4164257,10.261931,-3.2205048,-2.6331275,-2.7631702,-2.6364913,1,
1.0,1,-3.425687,10.264181,-3.2244492,-2.6205344,-2.7616446,-2.6394541,1,
1.0,1,-3.4235241,10.262401,-3.2208476,-2.6266418,-2.7611842,-2.6369543,1,
1.0,1,-3.4139342,10.25986,-3.2164855,-2.640068,-2.7628093,-2.6333983,1,
1.0,1,-3.4111822,10.259987,-3.2170088,-2.6418188,-2.7637353,-2.63369,1,
3.0,3,-3.0912523,-1.6046597,-2.8107173,12.225197,-0.5664984,-1.0966679,1,
3.0,3,-3.0912526,-1.6046596,-2.810717,12.225197,-0.5664983,-1.096668,1,
3.0,3,-3.0912523,-1.6046596,-2.8107164,12.225197,-0.56649834,-1.0966674,1,
3.0,3,-3.0912523,-1.6046596,-2.8107173,12.225198,-0.5664981,-1.0966678,1,
3.0,3,-3.0912523,-1.6046596,-2.8107169,12.225197,-0.5664984,-1.0966676,1,
3.0,3,-3.0912523,-1.6046596,-2.8107173,12.225197,-0.56649816,-1.0966678,1,
3.0,3,-1.1436107,-4.344762,-0.6666008,11.536944,-0.0010175896,-0.23827747,1,
3.0,3,-1.1436111,-4.344762,-0.6666012,11.536944,-0.0010169898,-0.23827687,1,
3.0,3,-1.143611,-4.3447614,-0.6666013,11.536944,-0.0010170224,-0.23827747,1,
3.0,3,-1.1436113,-4.3447623,-0.66660106,11.536943,-0.0010166322,-0.23827723,1,
3.0,3,-1.143611,-4.3447614,-0.6666012,11.536944,-0.0010168566,-0.23827747,1,
