true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,correct
0.0,6,-1.4983493,-1.8828219,-4.6945195,-4.6979804,4.0254297,-0.0643367,5.3579655,4.4905243,0
0.0,6,-0.8266564,-2.1116033,-4.968527,-4.6708775,4.640335,0.0056597665,4.7446,4.3522267,0
0.0,6,-1.6723462,-1.9514521,-4.556455,-4.55511,4.4146967,-0.2277514,5.383307,4.298258,0
0.0,6,-1.8574468,-1.9533806,-4.3500204,-4.5034075,4.2552204,-0.2583189,5.784647,4.0794816,0
0.0,6,-1.589122,-1.9583237,-4.587618,-4.59927,4.261757,-0.1596436,5.420066,4.335241,0
0.0,6,-1.5866996,-1.8763735,-4.5966177,-4.6759777,3.889924,-0.06534757,5.6067953,4.369209,0
2.0,4,-4.7101374,0.31690192,-2.914684,-2.384535,5.475235,0.35588238,2.9648786,1.4804766,0
2.0,4,-4.384474,0.7864224,-2.9917643,-2.0753193,5.6043386,-0.029636916,2.5629914,0.8014961,0
2.0,4,-4.6234856,0.825317,-2.6640813,-2.0964053,5.633424,-0.09027336,2.4145403,0.90947133,0
2.0,4,-4.684315,0.5988103,-2.7371523,-2.182795,5.577944,-0.025703978,2.6279018,1.1838851,0
2.0,4,-4.7394853,0.5806296,-2.5836854,-2.0749254,5.6035957,-0.33151242,2.4938545,1.2420723,0
2.0,4,-4.8829308,0.2052297,-2.7596388,-2.500165,5.416114,0.5373809,3.0213313,1.6898098,0
4.0,4,2.6359737,-2.8245187,-3.7888398,-1.9329886,8.145632,-1.5638633,-1.9714545,1.3133037,1
4.0,4,3.4315293,-2.7723908,-3.6579826,-1.6176453,7.8124332,-1.7960955,-2.3935773,1.0170858,1
4.0,4,3.107372,-1.7968932,-3.378103,-1.3373151,7.782961,-3.67135,-0.5240972,-0.28735557,1
4.0,4,2.2698781,-1.150402,-3.2148216,-1.5351285,7.580009,-4.3822303,0.955996,-0.7763237,1
4.0,4,2.0842211,-1.2612088,-3.2080064,-1.6949776,7.804911,-4.0747986,0.8878702,-0.7832318,1
4.0,4,1.9416456,-2.2651622,-3.438003,-1.9921145,8.341482,-2.7365165,-0.21916553,0.20555821,1
3.0,3,-0.9602537,-2.1597013,-0.12088307,8.749233,-2.4614255,0.1324198,-1.8702507,-1.4011635,1
3.0,3,-0.9224557,-2.0427997,-0.180821,8.765625,-2.5701847,0.20501691,-1.8894075,-1.4843787,1
3.0,3,-0.47477356,-2.6170073,-0.15352547,8.633359,-2.827074,0.27710077,-1.4476999,-1.2274947,1
3.0,3,-0.5540107,-2.4673905,-0.18369642,8.6613035,-2.8146698,0.30240008,-1.5748307,-1.2668236,1
3.0,3,-0.8631508,-2.1566195,-0.20580423,8.750473,-2.5944755,0.21883488,-1.8429186,-1.3893844,1
3.0,3,-0.94914067,-2.1648932,-0.13378412,8.750209,-2.4739504,0.14077723,-1.8691753,-1.3921719,1
3.0,3,-3.8511937,0.43107238,-3.3291717,6.158199,1.7080001,-1.0827922,-1.3194968,1.2765137,1
3.0,3,-3.428043,0.3874865,-3.6054611,5.854386,1.467481,-1.1023496,-1.5832598,2.0290022,1
3.0,3,-3.9965076,0.22305924,-3.3289013,6.367325,1.2892833,-0.8982372,-1.1365327,1.5451982,1
3.0,3,-4.0287776,0.1725689,-3.3132918,6.5469937,0.93623877,-0.7514388,-1.0612816,1.5327538,1
3.0,3,-3.7200665,0.45776233,-3.511068,6.025357,1.5775046,-1.1016264,-1.3467422,1.6332304,1
3.0,3,-3.7232034,0.4383197,-3.3367815,6.0796747,1.8431231,-1.1799983,-1.3921573,1.2633153,1
4.0,1,-4.3643537,6.0423427,-2.581725,-3.0392592,1.0090411,1.8003019,-1.6540623,2.0483644,0
4.0,1,-4.706795,6.2046967,-2.562255,-2.917225,0.71050143,1.8435218,-1.5340246,2.174276,0
4.0,1,-5.524215,6.5008464,-2.713963,-2.5221775,1.6715944,0.5322721,-0.62909,1.9242828,0
4.0,1,-5.1767645,6.481638,-2.7009742,-2.788451,1.4457877,0.872625,-0.97006017,2.0635724,0
4.0,1,-4.8799863,6.15475,-2.5647285,-2.7276614,0.7787001,1.8168136,-1.6227103,2.2033942,0
4.0,1,-4.389107,6.0218463,-2.632478,-3.025726,1.5664463,1.3931689,-1.5453144,1.9075606,0
5.0,5,-3.221859,-3.5775247,-1.7399509,-0.3005229,-0.97521794,5.520027,4.6445613,3.0249758,1
5.0,6,-3.4815195,-3.4875276,-1.4329678,-0.061011665,-1.2658601,4.845753,5.431282,2.7408056,0
5.0,5,-3.2951326,-3.5222166,-1.7796241,0.010458432,-1.1114091,5.467692,4.6408095,2.9481528,1
5.0,5,-3.4416895,-3.496013,-1.6049472,0.053498276,-1.2307218,5.135446,4.989437,2.9227567,1
5.0,5,-3.3387334,-3.519076,-1.6796128,0.033369996,-1.1954255,5.3267636,4.8378005,2.8891737,1
5.0,5,-3.1809936,-3.5922105,-1.7333102,-0.15160942,-1.0643438,5.603906,4.538954,3.0040014,1
2.0,2,-2.2769935,-4.6433744,5.9959636,0.07586036,-0.3014235,-4.526389,2.6522193,2.1749632,1
2.0,2,-2.063779,-4.4957714,6.6312284,0.04216159,-0.56324196,-4.4240365,2.4098907,1.7417705,1
2.0,2,-1.6965637,-4.2565036,7.451665,-0.1878584,-0.8521918,-4.143354,2.0307133,1.1899639,1
2.0,2,-1.5765327,-4.0853486,7.6723495,-0.6642199,-0.6585425,-4.0186195,1.9337152,1.1828686,1
2.0,2,-1.8619275,-4.4038434,7.0274034,-0.22450018,-0.6559963,-4.25569,2.189219,1.6288415,1
2.0,2,-2.217045,-4.6368346,6.1192594,-0.0115123615,-0.3278197,-4.4805427,2.5855212,2.1657052,1
0.0,6,-3.6489625,0.30792788,-2.7883997,3.4689813,-3.4137561,2.1669357,5.5476484,-1.3526348,0
0.0,6,-3.6085603,0.29419053,-2.7813919,3.4082878,-3.5097065,2.2262652,5.543633,-1.268918,0
0.0,6,-3.593684,0.3028818,-2.786287,3.4209735,-3.5016367,2.2049398,5.522942,-1.2695539,0
0.0,6,-3.6041636,0.358374,-2.8086522,3.4090528,-3.5017815,2.2678607,5.5029173,-1.3316349,0
0.0,6,-3.586221,0.31467274,-2.7925057,3.4422479,-3.4811482,2.1794167,5.5025945,-1.282924,0
0.0,6,-3.6299002,0.30481285,-2.7895012,3.4682345,-3.4267316,2.162389,5.532005,-1.3291974,0
5.0,1,-1.4222134,5.735759,-5.1465936,-2.943818,1.8525602,2.7487247,0.67649394,-1.0551618,0
5.0,1,-0.8896964,5.960744,-5.12336,-2.985051,2.032757,2.238608,0.29168987,-1.1971372,0
5.0,1,-1.1687057,5.901487,-5.1246467,-2.964341,2.0364416,2.399338,0.36906064,-1.0815095,0
5.0,1,-1.0936285,5.977077,-5.084156,-2.9691658,2.048621,2.2762713,0.23787174,-1.0770868,0
5.0,1,-1.3759999,5.9148355,-5.036884,-2.9655774,2.0189419,2.4332209,0.32637632,-0.9741725,0
5.0,1,-1.4389136,5.7834053,-5.135222,-2.9385414,1.8775698,2.6955338,0.5854085,-1.0105673,0
0.0,0,8.86679,-3.5207787,-3.280683,-0.5047989,-0.9186051,-0.7719298,0.20995666,0.24981698,1
0.0,0,8.892138,-3.490549,-3.1073194,-0.42845112,-0.8159131,-1.2147073,-0.2752157,0.6441358,1
0.0,0,9.192773,-3.3381195,-2.609516,-0.021692254,-0.61811924,-1.8585249,-0.16858007,-0.3864401,1
0.0,0,9.1278305,-3.396646,-2.7826629,-0.14815423,-0.68528867,-1.6319859,-0.113137946,-0.1411582,1
0.0,0,9.113065,-3.4056356,-2.8045952,-0.17578688,-0.69810796,-1.5923063,-0.095005676,-0.10773737,1
0.0,0,8.9340315,-3.4984481,-3.1903245,-0.4443414,-0.88354397,-0.8675068,0.2810291,0.015229687,1
5.0,4,-5.567536,2.3890393,-1.4976732,-0.22531813,2.4201841,-0.9229757,2.265955,-0.036667086,0
5.0,1,-5.3647647,2.5673769,-1.6584864,-0.19125372,2.4833593,-0.96259266,2.2194073,-0.35026836,0
5.0,4,-5.4400215,2.4671743,-1.6146834,-0.18532053,2.478391,-0.9241653,2.213779,-0.21199283,0
5.0,1,-5.4069967,2.5548034,-1.526872,-0.09281468,2.3378356,-1.0265051,2.2025886,-0.34691027,0
5.0,1,-5.4120145,2.525688,-1.5742861,-0.1135306,2.3943627,-0.9816807,2.1921382,-0.3039179,0
5.0,4,-5.562457,2.3890355,-1.5005327,-0.19281149,2.4154956,-0.92179507,2.2393386,-0.046783052,0
0.0,0,5.4972343,-0.7036464,-1.1670288,-2.0783672,5.4532266,0.6166316,-2.541439,-3.3978996,1
0.0,0,5.678108,-0.1148805,-1.0310228,-1.7106574,4.78945,0.7752652,-2.8604794,-3.8403516,1
0.0,0,5.8328695,-0.25329462,-1.0364772,-1.7610748,4.794928,0.7214179,-2.8087435,-3.8729725,1
0.0,0,5.4253063,-0.31496274,-1.0325612,-1.8273304,5.127417,0.74224776,-2.7332826,-3.6177473,1
0.0,0,5.3650546,-0.23167053,-1.1349462,-1.790175,5.262289,0.31600073,-2.693731,-3.64863,1
0.0,4,5.450823,-0.7058587,-1.1530836,-2.0788264,5.4760833,0.61917084,-2.5359876,-3.3785937,0
3.0,3,-3.7304683,3.9169095,-3.8370023,6.2511683,-0.123168364,-2.4003491,-2.33062,-0.39786273,1
3.0,3,-3.7073996,3.8686244,-3.8634112,6.317005,-0.16275689,-2.307729,-2.4212608,-0.32369903,1
3.0,3,-3.6956763,3.658973,-3.8625689,6.5177927,-0.41969657,-2.2141724,-2.323561,-0.18484,1
3.0,3,-3.6676917,3.9009748,-3.8935351,6.3189692,-0.11567983,-2.201016,-2.5923634,-0.32383773,1
3.0,3,-3.678544,3.9102542,-3.8836594,6.309623,-0.23127565,-2.2947867,-2.4196336,-0.32834277,1
3.0,3,-3.7215276,3.9634273,-3.8422086,6.2222176,-0.13466975,-2.4005737,-2.339443,-0.41923136,1
2.0,4,-6.7242584,3.8464491,-0.535795,-3.2534573,4.279045,-0.86645854,3.7383065,-0.047734506,0
2.0,4,-6.774765,3.5427732,-0.31585547,-3.4084897,4.2862673,-0.5876803,3.7475963,0.07702356,0
2.0,4,-6.769014,3.536725,-0.27620247,-3.4316065,4.2435703,-0.517243,3.7569716,0.042505503,0
2.0,4,-6.830665,3.7672157,-0.33821002,-3.36716,4.038929,-0.5580319,3.76361,0.08162782,0
2.0,4,-6.730524,3.9151292,-0.493126,-3.2647738,4.1745825,-0.8018842,3.747073,-0.09914345,0
2.0,4,-6.7043386,3.9654038,-0.5823415,-3.2118769,4.2326865,-0.92739946,3.7436333,-0.11253583,0
4.0,4,3.1537282,-4.1911907,-2.4418502,-0.8731922,7.7015767,-1.5344911,-1.5708627,1.8427724,1
4.0,4,4.1239643,-3.111292,-1.8872243,-1.438296,7.1278777,-2.7624981,-1.515749,1.1047275,1
4.0,4,5.042199,-1.438039,-0.8214221,-2.514832,5.255807,-3.3999178,0.41192174,-0.72455734,1
4.0,4,1.2903769,-1.6239924,0.89189667,-2.643351,4.993021,-2.5058384,3.370325,-0.93261415,1
4.0,4,4.2235265,-3.365145,-1.7186133,-1.5515031,7.0759845,-2.3085196,-0.898773,0.6788286,1
4.0,4,1.9204521,-4.344353,-2.3630207,-0.61170626,8.09434,-1.3532387,-1.3215728,2.0797472,1
1.0,0,8.498075,-2.151738,-1.1552653,-0.5800362,1.949563,-4.352379,-1.6108556,-1.0057557,0
1.0,0,8.266099,-2.2424889,-1.0538608,-0.19654319,1.8161786,-4.5804324,-1.7998747,-0.7182089,0
1.0,0,8.0395,-2.1962328,-1.0202979,-0.19824225,2.0978718,-4.7457085,-1.858338,-0.63536936,0
1.0,0,7.695586,-2.4337533,-1.0053123,0.4516351,1.7681296,-4.9228168,-2.1124206,-0.10255701,0
1.0,0,8.074322,-2.2115474,-1.0811263,-0.5325088,2.2938726,-4.65734,-1.8104343,-0.5206098,0
1.0,0,8.294851,-2.278153,-1.1813166,-0.5756933,2.0946105,-4.4424,-1.7538085,-0.58063036,0
5.0,5,0.39201885,-2.3575504,-1.4687461,-1.12625,-2.7253823,9.223561,1.4905815,-2.0959172,1
5.0,5,0.4965147,-2.3727932,-1.5272248,-1.1154706,-2.7499037,9.218453,1.4287684,-2.0716045,1
5.0,5,0.56190014,-2.4743483,-1.3507969,-1.1053466,-2.7913532,9.2105055,1.2875898,-2.0219135,1
5.0,5,0.3449829,-2.363442,-1.4376626,-1.1256722,-2.7245264,9.213574,1.5419425,-2.1069405,1
5.0,5,0.7070662,-2.4077797,-1.5224485,-1.1059223,-2.7678177,9.217522,1.2250689,-2.067188,1
5.0,5,0.453767,-2.3887281,-1.4299768,-1.1223522,-2.7383673,9.223357,1.4137161,-2.0833821,1
0.0,0,4.5140495,-2.2776432,1.5620533,0.9442593,-0.71333814,-3.9094226,4.016105,-3.684762,1
0.0,0,4.514033,-2.2776597,1.5620314,0.94426244,-0.71330094,-3.9094095,4.0161047,-3.6847603,1
0.0,0,4.514004,-2.2776678,1.5620043,0.94425046,-0.71323025,-3.909382,4.0161405,-3.6847987,1
0.0,0,4.514052,-2.2776854,1.5620108,0.9442695,-0.7132603,-3.909364,4.0160975,-3.6847928,1
0.0,0,4.514045,-2.277648,1.562037,0.94425654,-0.71330655,-3.9093928,4.016103,-3.6847808,1
0.0,0,4.514063,-2.2776475,1.5620494,0.9442669,-0.71334934,-3.9094207,4.0160913,-3.684753,1
3.0,0,4.6409087,-1.7361976,-0.7792559,0.5114688,3.8192275,1.4778472,-3.51957,-2.9096346,0
3.0,0,4.951268,-1.6260421,-0.66954947,0.44401696,3.5633652,1.4454092,-3.682893,-2.931207,0
3.0,0,5.3247013,-1.6714231,-0.51261246,0.45137855,3.2327538,1.5599695,-3.7891843,-3.0427754,0
3.0,0,5.079755,-1.6565477,-0.540436,0.60970056,3.2089918,1.5268517,-3.7813554,-2.8255625,0
3.0,0,4.9366183,-1.5452085,-0.6896171,0.31147906,3.6442842,1.3488863,-3.6459181,-2.923279,0
3.0,0,4.5303407,-1.9246156,-0.76999474,0.8050242,3.7243574,1.6536533,-3.499694,-2.9049945,0
3.0,3,-2.476978,3.0264199,-2.5262804,7.517537,-1.6299256,-1.3676894,-2.662025,-2.3403714,1
3.0,3,-2.5571747,4.0462356,-2.7050283,6.876779,-2.0488245,-1.1769028,-2.5631526,-2.4125643,1
3.0,3,-2.5562906,5.163586,-3.233362,6.1590476,-2.3213918,-1.217219,-2.3588347,-2.2268968,1
3.0,1,-2.5057845,6.0720973,-3.6727881,5.303498,-2.0872207,-1.6858752,-2.0095592,-1.9420549,0
3.0,3,-2.484992,3.651762,-2.8201623,7.1212583,-1.9712546,-1.2483809,-2.5966933,-2.1008563,1
3.0,3,-2.4784067,3.207126,-2.6530836,7.400879,-1.8155075,-1.2835997,-2.6606479,-2.1662614,1
3.0,2,-5.4310575,2.4972477,6.2544775,3.446582,-1.4005162,-3.1289675,-1.0223941,-2.4880834,0
3.0,2,-5.283647,3.4589658,6.1878667,2.544084,-1.3545716,-3.1921182,-0.67034805,-3.036932,0
3.0,2,-5.304794,4.103877,5.305877,3.0048695,-1.7293386,-3.123097,-0.651081,-3.1388476,0
3.0,2,-5.5398307,2.4778109,5.2904544,4.6276016,-1.8730668,-3.0278997,-1.2718731,-2.004768,0
3.0,2,-5.408506,3.0047781,5.941713,3.417808,-1.5420728,-3.1007576,-0.9875483,-2.6817827,0
3.0,2,-5.4734125,2.3851085,6.123701,3.7146902,-1.4648945,-3.07638,-1.128038,-2.3648138,0
7.0,2,1.5914465,-4.293913,4.73535,3.9229991,-2.0742354,-1.8117502,-2.5912576,-0.8981718,0
7.0,3,0.8732704,-4.221942,3.977583,4.418304,-3.1599371,-0.21344978,-2.9734113,-0.1551122,0
7.0,3,0.36069658,-3.8948128,4.1318936,4.9101844,-3.4200132,0.07809072,-3.341255,-0.116479255,0
7.0,3,0.49125043,-3.766012,4.4791584,5.020347,-3.2882886,-0.4715583,-3.365278,-0.35945842,0
7.0,3,0.5245828,-4.0656977,4.3685985,4.879645,-2.9557576,-0.37316054,-3.1979442,-0.44140905,0
7.0,2,1.2384151,-4.2091064,4.9471025,4.270946,-2.089778,-1.6381903,-2.804229,-1.0065186,0
6.0,0,5.865057,3.3925204,-1.3183488,-2.8469057,-0.29831317,-2.1365767,1.9000759,-5.614581,0
6.0,0,6.7274737,2.8735428,-1.1855971,-2.7167003,-0.4839429,-1.8204068,1.1457528,-5.4578996,0
6.0,0,6.483716,3.0987225,-1.3667482,-2.6633658,-0.24270988,-2.1422088,1.5702399,-5.5852737,0
6.0,0,6.13743,3.379666,-1.4359381,-2.7197084,-0.123614624,-2.2644172,1.7696844,-5.644796,0
6.0,0,6.3949747,3.1082263,-1.2894992,-2.6918838,-0.33732203,-2.1364536,1.620069,-5.583889,0
6.0,0,6.1804395,3.1629393,-1.244266,-2.7728357,-0.38505012,-2.1145585,1.7619414,-5.586181,0
6.0,1,-3.545699,4.5097113,3.4133298,0.44316667,-1.9001408,-3.178845,0.7788531,-1.5556309,0
6.0,1,-3.5815296,4.158838,2.983242,-0.0666183,-1.5009023,-3.2624426,0.70847017,-0.13530341,0
6.0,2,-2.9954693,2.9173539,3.7213902,0.25773725,-1.5498973,-3.749667,1.1960467,-0.36540294,0
6.0,2,-3.5789378,2.8573349,3.718909,0.013062008,-1.8753488,-3.7346857,1.8732361,0.47888327,0
6.0,1,-3.2860043,3.9754407,3.4911568,0.25258175,-1.6342167,-3.414819,0.81707805,-1.0536416,0
6.0,1,-3.597467,4.6440344,3.3088646,0.33434862,-1.8742466,-3.170453,0.77566195,-1.4714181,0
5.0,7,-2.031155,-1.9722311,0.7583186,-4.3645673,-0.60222924,2.087455,-2.187304,8.93052,0
5.0,7,-2.0245013,-1.9749469,0.76211834,-4.3653946,-0.59768593,2.0773842,-2.1870663,8.928099,0
5.0,7,-2.0184906,-1.9775711,0.77688885,-4.366509,-0.59175587,2.062785,-2.1919801,8.926206,0
5.0,7,-2.0412471,-1.9707599,0.7477062,-4.3746724,-0.61384296,2.1524312,-2.177172,8.904269,0
5.0,7,-2.028144,-1.9749037,0.7728478,-4.371686,-0.6000979,2.1010756,-2.189352,8.915239,0
5.0,7,-2.028868,-1.9736006,0.77031296,-4.36774,-0.59999764,2.0885954,-2.190696,8.924287,0
4.0,4,3.0711508,-0.9148631,-4.843821,-2.8360803,7.875952,1.5674623,-1.0160168,-1.549336,1
4.0,4,3.8674724,-1.0051051,-4.379644,-2.5828803,7.4943366,1.741408,-1.6884031,-2.061248,1
4.0,4,3.8926444,-0.9649459,-3.488141,-2.2925076,7.1316104,2.416788,-1.8184104,-2.8438678,1
4.0,4,3.5199635,-1.049194,-3.8180163,-2.5549445,7.7021484,2.0862486,-1.7092781,-2.2766423,1
4.0,4,3.6861057,-0.9970287,-4.4045043,-2.6552672,7.671261,1.7313462,-1.5882567,-1.9658505,1
4.0,4,3.2050388,-0.9141151,-4.8037205,-2.7878215,7.830185,1.6022569,-1.1248416,-1.6297811,1
0.0,0,4.662286,0.6855073,-0.4878491,-4.1740036,0.066175245,-0.67355597,3.3816843,-2.2995312,1
0.0,0,4.170238,1.6773685,-0.5404554,-3.928298,-0.039345697,-0.82888854,3.3712018,-2.958598,1
0.0,1,2.9689043,3.7904298,-0.8456535,-4.679042,1.1138988,-0.6247765,1.9818208,-3.2587092,0
0.0,1,3.215189,3.916107,-0.9595274,-4.639677,1.2258434,-0.7164808,1.6539273,-3.4122694,0
0.0,0,4.1894407,2.7249177,-0.99586797,-4.1757183,0.64896417,-0.7538876,2.0589192,-3.2338352,1
0.0,0,4.815274,0.46986446,-0.48659703,-3.9694462,-0.14916489,-0.71266097,3.4817426,-2.2828164,1
4.0,6,-0.50996995,2.5865345,-0.08879662,0.9271144,1.8018792,-3.4189613,2.6240444,-3.6413472,0
4.0,6,-0.32728615,2.4611528,-0.021270849,0.9232604,1.748489,-3.4496367,2.5353987,-3.550041,0
4.0,6,-0.6325436,2.591797,-0.15050587,1.1612427,1.6847581,-3.468854,2.6859155,-3.6097763,0
4.0,1,-0.6635477,2.711757,-0.21149433,1.0643338,1.8260399,-3.4283686,2.6297839,-3.6722925,0
4.0,1,-0.71835357,2.7809594,-0.19922414,0.84535366,2.0231192,-3.2773132,2.57679,-3.7720296,0
4.0,6,-0.6699845,2.622035,-0.14511243,1.0189565,1.7893624,-3.3832984,2.7295313,-3.6996727,0
6.0,6,0.8300515,0.46223107,-1.204653,-3.3377736,-1.3695483,-0.13857633,8.915169,-2.5265613,1
6.0,6,0.8302657,0.4621307,-1.2048596,-3.337636,-1.3695825,-0.13855666,8.915152,-2.5265563,1
6.0,6,0.8307722,0.4617581,-1.2049402,-3.3371928,-1.3699589,-0.13860032,8.915199,-2.5266378,1
6.0,6,0.8303678,0.46210167,-1.2049837,-3.3375483,-1.3696219,-0.13855413,8.915151,-2.5265565,1
6.0,6,0.8304272,0.4619709,-1.2047839,-3.3374844,-1.3697578,-0.13858622,8.915187,-2.5265894,1
6.0,6,0.83000964,0.46226582,-1.2046555,-3.3378081,-1.3695159,-0.13857171,8.915166,-2.526553,1
0.0,0,5.7951307,-3.740305,-0.6083394,3.08302,-0.43382284,-1.7951683,2.4812489,-3.3632405,1
0.0,0,5.7951274,-3.7403033,-0.6083435,3.0830247,-0.43382248,-1.7951717,2.481252,-3.3632426,1
0.0,0,5.795119,-3.7403007,-0.60835034,3.0830338,-0.4338219,-1.7951721,2.481252,-3.3632443,1
0.0,0,5.7951217,-3.7403026,-0.6083516,3.0830345,-0.43382037,-1.795169,2.4812493,-3.3632457,1
0.0,0,5.7951264,-3.7403016,-0.6083474,3.0830307,-0.4338229,-1.7951692,2.4812496,-3.3632455,1
0.0,0,5.7951303,-3.7403057,-0.60833824,3.0830214,-0.43382394,-1.7951697,2.4812498,-3.36324,1
2.0,3,-1.170358,-1.3415837,0.84160906,8.280173,-3.3227534,-2.2200027,2.0767987,-3.8779874,0
2.0,3,-1.1090902,-1.3490217,0.7411753,8.432049,-3.2950187,-2.1998448,1.7543839,-3.7586932,0
2.0,3,-1.0781981,-1.265696,0.77131116,8.36082,-3.4686832,-2.3320827,1.8683368,-3.646684,0
2.0,3,-1.0854939,-1.3151655,0.78283364,8.446531,-3.385493,-2.2777994,1.663369,-3.6391737,0
2.0,3,-1.1225617,-1.3362902,0.8559069,8.289754,-3.359319,-2.2298284,2.0472174,-3.867763,0
2.0,3,-1.1653981,-1.3245934,0.82556295,8.2834215,-3.3319798,-2.2195327,2.0715919,-3.8796353,0
4.0,4,-1.7796035,-4.3318477,-1.6991882,0.5630278,5.4447503,0.387415,5.3063993,-1.1393762,1
4.0,6,-1.6772995,-4.368248,-1.6483771,0.54480964,5.3476725,0.44922578,5.3608265,-1.1965352,0
4.0,4,-1.799697,-4.474133,-1.4317049,0.4522205,5.6000485,0.3856996,5.1341314,-1.0001268,1
4.0,4,-1.6996471,-4.4438524,-1.461517,0.5093537,5.3714366,0.42960626,5.319595,-1.1558487,1
4.0,4,-1.6178423,-4.363978,-1.6876776,0.5154979,5.3732386,0.48368287,5.334216,-1.2051685,1
4.0,4,-1.7792685,-4.3341465,-1.7089057,0.540692,5.502259,0.39086565,5.259462,-1.1141493,1
7.0,7,-1.078159,-1.887707,-2.4264202,-2.2758276,-0.8751023,0.69576013,-2.7638543,9.741494,1
7.0,7,-1.1918234,-1.8845679,-2.468902,-2.2634392,-0.8811618,0.9031139,-2.7720463,9.716877,1
7.0,7,-0.7217116,-2.1272469,-2.8201518,-2.1460512,-1.0552737,1.5715954,-2.8606415,9.483309,1
7.0,7,-0.7971518,-2.069198,-2.6972032,-2.1609933,-0.97632205,1.231812,-2.8533466,9.582135,1
7.0,7,-1.1119568,-1.9247178,-2.5288677,-2.2299552,-0.9192215,1.0206302,-2.7998648,9.680498,1
7.0,7,-1.0206835,-1.9942716,-2.6182044,-2.1652176,-0.90829074,1.1402305,-2.8433025,9.639183,1
3.0,6,-2.8552077,-1.1049029,0.9374259,5.496813,-1.2525473,-4.0716357,5.6238036,-3.4152489,0
3.0,6,-3.001026,-0.56480134,0.72239107,5.3591657,-1.6012249,-4.0937915,5.737909,-3.5546951,0
3.0,6,-3.0426946,-0.6158786,1.1809419,5.5720396,-1.830079,-4.0902495,5.5835147,-3.5033422,0
3.0,6,-3.0897331,-0.62347424,1.0674415,5.5751934,-1.6979319,-4.055412,5.582899,-3.4719634,0
3.0,6,-3.051056,-0.5582279,0.9824233,5.490207,-1.7320671,-4.081175,5.6540446,-3.5253417,0
3.0,3,-2.8184114,-1.0715663,1.0777291,5.6265974,-1.353099,-4.1010857,5.4954166,-3.4511323,1
5.0,5,-3.4831429,-2.14242,0.15779841,-2.3428345,-2.877044,7.1630054,-1.2401899,4.2378426,1
5.0,5,-3.476375,-2.1201775,0.08689923,-2.3567963,-2.8728955,7.216761,-1.1914854,4.2077527,1
5.0,5,-3.5029418,-2.1879327,0.31653196,-2.2948723,-2.882288,7.102606,-1.3331684,4.2330675,1
5.0,5,-3.4721384,-2.113936,0.06130799,-2.3660903,-2.873903,7.223923,-1.1701508,4.206279,1
5.0,5,-3.4984193,-2.162438,0.24853536,-2.2985806,-2.8748891,7.19457,-1.2918203,4.1737638,1
5.0,5,-3.4942465,-2.1629217,0.24141061,-2.321648,-2.8812315,7.141378,-1.287393,4.2361236,1
4.0,4,-0.88738465,2.9443672,-2.6567366,-3.3968973,4.5889745,0.48977852,-3.9201813,3.6673834,1
4.0,7,-0.34518075,3.4137754,-3.1198344,-3.7784436,3.0664012,0.25293958,-3.0292802,4.3105702,0
4.0,7,-0.6449911,3.8043506,-3.499843,-4.0069103,2.660893,0.41176587,-2.2306128,4.4196577,0
4.0,7,-0.839136,3.7787752,-3.7720459,-3.7914307,2.5495355,0.52581376,-1.9538653,4.465669,0
4.0,7,-0.5595533,3.1555116,-2.867019,-3.6776793,3.5965352,0.27683607,-3.3436196,4.214986,0
4.0,4,-0.9060881,2.7360952,-2.5624027,-3.266108,4.8298526,0.40465745,-4.06298,3.6172042,1
4.0,6,-3.7445266,-2.5467224,-1.6278404,-0.46948448,2.0139828,1.5810933,7.825224,-1.9306257,0
4.0,6,-3.693112,-2.389573,-1.4278244,-0.525983,1.7915337,1.1731788,8.08459,-1.9525934,0
4.0,6,-3.7435338,-2.4822872,-1.4903965,-0.539336,2.0000467,1.3957657,7.872374,-1.9272331,0
4.0,6,-3.739713,-2.4763355,-1.5026207,-0.5202638,1.960276,1.392183,7.90455,-1.9333425,0
4.0,6,-3.7865105,-2.591821,-1.6076295,-0.5379924,2.1580472,1.7031479,7.6695013,-1.8934846,0
4.0,6,-3.753855,-2.5674694,-1.6204284,-0.46789858,2.0733697,1.5959582,7.7833443,-1.9314239,0
1.0,1,-2.3714967,8.450915,1.4589099,-0.3140835,-0.86384714,-3.1050391,-0.58030707,-4.812785,1
1.0,1,-2.3435333,8.4624195,1.324065,-0.15399903,-0.9406172,-3.0601804,-0.55635357,-4.8928084,1
1.0,1,-2.3438218,8.441296,1.4501512,-0.38896742,-1.0249064,-2.998979,-0.33639455,-4.886238,1
1.0,1,-2.4082716,8.38744,1.8087159,-0.9430924,-0.93293464,-2.980205,-0.14924558,-4.7195115,1
1.0,1,-2.3792071,8.425022,1.6356077,-0.6638712,-0.9456239,-3.0232515,-0.29487908,-4.7808685,1
1.0,1,-2.3803146,8.437967,1.5636685,-0.48967603,-0.87433374,-3.0897696,-0.47900826,-4.7793856,1
3.0,3,-6.190545,-0.20574899,-3.179427,5.53946,1.7615745,-1.8597631,0.0566819,3.203584,1
3.0,3,-6.181413,-0.2650256,-3.1539383,5.5622616,1.7489687,-1.8345842,0.10389809,3.206708,1
